locationId,providerId,locationName,registrationStatus,registrationDate,addressLine1,town,postcode,region,localAuthority,constituency,latitude,longitude,phoneNumber,regulatedActivities,gacServiceTypes,overallRating,overallRatingDate,numberOfBeds,website
1-25978550036,1-18231757092,Blossom Home Care Canterbury,Registered,27/01/2026,"Unit Q, 10 Stone Way",Canterbury,CT3 4GP,South East,Kent,Herne Bay and Sandwich,51.314882,1.176466,1227531502,Personal care,Homecare agencies,,,0,
1-26034146902,1-101659014,J.C Michael Groups Ltd Medway,Registered,16/12/2025,"161 High Street,",Rochester,ME2 4TH,South East,Medway,Rochester and Strood,51.3958544,0.4923143,2070523854,Personal care,Homecare agencies,,,0,
1-2608133473,1-101689399,Care Sante Kent,Registered,11/05/2016,King Edward Court,Herne Bay,CT6 6ED,South East,Kent,Herne Bay and Sandwich,51.3671815,1.1436869,1227792249,Personal care,Homecare agencies,,,0,www.caresante.co.uk
1-26179406175,1-25195256994,ProNurture Group Ltd,Registered,06/01/2026,Unit 35 Maidstone Innovation Centre,Maidstone,ME14 5FY,South East,Kent,Faversham and Mid Kent,51.2847761,0.5578205,,Personal care,Homecare agencies,,,0,
1-2624556588,1-2544902855,Continuity of Care Services Limited,Registered,06/05/2016,The Maidstone Studios,Maidstone,ME14 5NZ,South East,Kent,Faversham and Mid Kent,51.27977,0.54915,,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,Good,06/12/2023,0,
1-2627941117,1-2442581575,GUTU,Registered,06/06/2016,116 Maidstone Road,Chatham,ME4 6DQ,South East,Medway,Chatham and Aylesford,51.374725,0.521314,8000232188,Personal care,Homecare agencies; Supported living,,,0,www.time4ulimited.co.uk
1-26354332659,1-101677449,LDC Supported Living - Larch Tree,Registered,12/01/2026,"The Bridge, Captains Quarters",Chatham,ME5 7HE,South East,Medway,Gillingham and Rainham,51.3722373,0.5548604,1303276000,Personal care,Supported living,,,0,www.ldccare.co.uk
1-26751167480,1-101721009,Beech Tree Total Care - Ashford Extra Care Schemes,Registered,10/02/2026,Joseph Hadlum Court,Ashford,TN23 1AF,South East,Kent,Ashford,51.1506242,0.8654463,1233321046,Personal care,Homecare agencies,,,0,www.beechtreetotalcare.co.uk
1-2684613958,1-2396641857,Phoenix Support Ltd,Registered,13/06/2016,17 Hart Street,Maidstone,ME16 8RA,South East,Kent,Maidstone and Malling,51.2707606,0.517397,1622682535,Personal care,Homecare agencies,Good,14/07/2017,0,www.phoenixkent.com
1-26872845857,1-101721009,Beech Tree Total Care - Bradstow Court,Registered,19/02/2026,Rumfields Road,Broadstairs,CT10 2FE,South East,Kent,East Thanet,51.3569488,1.4156371,1843523108,Personal care,Homecare agencies; Supported housing,,,0,
1-26872845885,1-101721009,Beech Tree Total Care - Copperfields,Registered,19/02/2026,Copperfields,Ramsgate,CT12 6FG,South East,Kent,East Thanet,51.3431552,1.3951347,1843523107,Personal care,Homecare agencies; Supported housing,,,0,
1-27016767422,1-6198033380,Clarity Homecare (Ashford),Registered,27/02/2026,First Floor Unit 4,Ashford,TN24 8DH,South East,Kent,Ashford,51.1504314,0.8843419,1233535775,Personal care,Homecare agencies,,,0,
1-27043997427,1-136840095,AQT Supported Living,Registered,13/03/2026,Admiral Offices,Chatham,ME4 4TZ,South East,Medway,Rochester and Strood,51.3940911,0.5271343,7593713857,Personal care,Supported living,,,0,
1-27110556717,1-2058412271,Lauriem Beeches (EC),Registered,04/03/2026,Cranleigh Drive,Dover,CT16 3FG,South East,Kent,Dover and Deal,51.1609689,1.2937229,7710096166,Personal care,Homecare agencies,,,0,www.lauriem.co.uk
1-27113263815,1-2058412271,Lauriem Ceaser Court (EC),Registered,04/03/2026,Mongeham Road,Deal,CT14 8JW,South East,Kent,Dover and Deal,51.2012444,1.3576454,7710096168,Personal care,Homecare agencies,,,0,www.lauriem.co.uk
1-27311006539,1-23326808121,Hallmark Care & Support Limited,Registered,19/03/2026,F12,Sittingbourne,ME10 3TB,South East,Kent,Sittingbourne and Sheppey,51.3424494,0.7484105,1795501505,Personal care,Homecare agencies,,,0,homeinstead.co.uk/sittingbourne-sheppey/
1-27376556031,1-2058412271,Lauriem Bellerphon House (EC),Registered,08/04/2026,Bellerophon House,Rochester,ME1 1FG,South East,Medway,Rochester and Strood,51.3848766,0.5123777,7733198469,Personal care,Homecare agencies,,,0,
1-27376556063,1-2058412271,Lauriem Tovil Green (EC),Registered,08/04/2026,Tovil Green Court,Maidstone,ME15 6NE,South East,Kent,Maidstone and Malling,51.2623645,0.5100893,7734378417,Personal care,Homecare agencies,,,0,
1-27376556119,1-2058412271,Lauriem Thomas Place (EC),Registered,08/04/2026,Thomas Place,Maidstone,ME14 1FP,South East,Kent,Maidstone and Malling,51.2804006,0.5173745,7518902487,Personal care,Homecare agencies,,,0,
1-27402694092,1-23299916806,Orange Lifecare Limited,Registered,16/04/2026,42 Lucilla Avenue,Ashford,TN23 3PS,South East,Kent,Ashford,51.1239632,0.8518904,7859906396,Personal care,Homecare agencies,,,0,
1-27417160706,1-25570169239,Morningside Care Services Ltd,Registered,30/03/2026,"First Floor, Pentagon Centre",Chatham,ME4 4HW,South East,Medway,Rochester and Strood,51.3836176,0.5252594,7508680591,Personal care,Homecare agencies,,,0,
1-27762327115,1-23890279531,Bojetcares Services Ltd,Registered,21/04/2026,66 Knights Manor Way,Dartford,DA1 5SP,South East,Kent,Dartford,51.4482814,0.2267443,7492473432,Personal care,Homecare agencies,,,0,
1-27801904194,1-20631020625,East Kent Care Ltd – Herne Bay,Registered,21/05/2026,27 Western Avenue,Herne Bay,CT6 8UE,South East,Kent,Herne Bay and Sandwich,51.3691605,1.1175769,1227678097,Personal care,Homecare agencies,,,0,
1-2788660282,1-2766716094,"Caremark Tunbridge Wells, Tonbridge and Malling",Registered,04/08/2016,"Office 3, Godfreys Yard",Tunbridge Wells,TN2 3DH,South East,Kent,Tunbridge Wells,51.151178,0.277561,1892576377,Personal care,Homecare agencies,,,0,
1-28086354005,1-25664378499,Peninsula Care Ltd,Registered,04/06/2026,City Way Health Clinic,Rochester,ME3 8PX,South East,Medway,Rochester and Strood,51.4277884,0.5481706,1634565582,Personal care,Homecare agencies,,,0,www.peninsulacareltd.co.uk
1-28256974278,1-25516673615,OCWJ Care Group Limited,Registered,04/06/2026,34 High Street,Ramsgate,CT11 9AG,South East,Kent,East Thanet,51.3341863,1.4186383,1843663788,Personal care,Homecare agencies,,,0,
1-2827946068,1-2750133485,Ash Tree Homecare Limited,Registered,14/09/2016,Unit C3,Rochester,ME2 2LS,South East,Medway,Rochester and Strood,51.390438,0.487621,1634716625,Personal care,Homecare agencies,Good,22/11/2019,0,www.ashtreehomecarelimited.co.uk
1-283171851,1-101641035,Westminster Homecare Limited – Greenwich and North Kent,Registered,04/09/2011,"Upper Ground Floor, Suite 3, Enterprise House",Dartford,DA1 2AU,South East,Kent,Dartford,51.4457026,0.2132652,1322280680,Personal care,Homecare agencies; Supported housing,Good,14/01/2021,,www.whc.uk.com
1-28345425432,1-19177312454,Private Homecare Kent LTD (Stelling Minnis),Registered,25/06/2026,"The Nook, Bossingham Road",Canterbury,CT4 6AQ,South East,Kent,Ashford,51.1755784,1.0739719,1303847422,Personal care,Homecare agencies,,,0,privatehomecare.co.uk
1-28399577792,1-26950007985,Palcare Solutions Ltd,Registered,25/06/2026,7 Maidstone Road,Gillingham,ME8 0DH,South East,Medway,Gillingham and Rainham,51.3641754,0.6027682,7418613905,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,,,0,www.pal-care.co.uk
1-28427146155,1-24902362759,Rehoboth Haven Limited,Registered,10/06/2026,99 Academy Drive,Gillingham,ME7 3EG,South East,Medway,Gillingham and Rainham,51.3644417,0.5678551,7883669445,Personal care,Homecare agencies,,,0,www.rehobothaven.com
1-28439618775,1-21254328967,Lakrizz Care Maidstone,Registered,12/06/2026,Kestrel House,Maidstone,ME15 6LU,South East,Kent,Maidstone and Malling,51.270883,0.523898,1622586050,Personal care,Homecare agencies,,,0,
1-28518478901,1-28364101168,The Clarendon Royal Community,Registered,17/06/2026,Royal Pier Road,Gravesend,DA12 2BE,South East,Kent,Gravesham,51.4443593,0.3727339,1634572616,Personal care,Homecare agencies,,,0,
1-28520469061,1-4978683618,Delore Care Kent,Registered,17/06/2026,Innovation Centre Medway,Chatham,ME5 9FD,South East,Medway,Chatham and Aylesford,51.34745,0.507395,7951183429,Personal care,Homecare agencies,,,0,
1-28518478929,1-28364101168,The Old Fire Station,Registered,17/06/2026,The Old Fire Station,Faversham,ME13 7GU,South East,Kent,Faversham and Mid Kent,51.3162292,0.8926109,1795506490,Personal care,Homecare agencies,Good,14/08/2019,0,
1-28589542471,1-24674963668,Anderson M Care Services Ltd,Registered,13/07/2026,17 Parkwood Green,Gillingham,ME8 9PW,South East,Medway,Gillingham and Rainham,51.3485271,0.5952189,1634919037,Personal care,Homecare agencies,,,0,www.andersonmcareservicesltd.co.uk
1-28603229775,1-26073033223,Serene Touch Care Services Ltd,Registered,24/06/2026,Regus House,Dartford,DA2 6QD,South East,Kent,Dartford,51.455655,0.248784,2080900345,Personal care,Homecare agencies,,,0,www.serenetouchcareservices.co.uk
1-28605456185,1-26563182514,Gem Quality Care Ltd,Registered,24/06/2026,"Victory Way, Admirals Park",Dartford,DA2 6QD,South East,Kent,Dartford,51.4546733,0.2488795,7931303849,Personal care,Homecare agencies,,,0,www.gemqualitycare.co.uk
1-28705603947,1-5469824261,Agincare Enable Supported Living (Kent),Registered,27/07/2026,Units 64 A B & C-Room 215 Dockside Outlet Shopping Centre,Chatham,ME4 3ED,South East,Medway,Rochester and Strood,51.4012902,0.5349104,7551554093,Personal care,Supported living,,,0,
1-28815775575,1-27954508874,Teddy Touch Healthcare Limited,Registered,10/07/2026,41 Grosvenor Place,Margate,CT9 1UX,South East,Kent,East Thanet,51.3855863,1.380767,7442865154,Personal care,Homecare agencies,,,0,
1-28867672242,1-17716831834,Homeforts Specialist Care Ltd - Main Office,Registered,15/07/2026,1st Floor Pentagon Shopping Centre,Chatham,ME4 4HW,South East,Medway,Rochester and Strood,51.3840653,0.5258213,2035763134,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,,,0,
1-28957070711,1-27042914797,MCK Support,Registered,23/07/2026,"Office No. 307J, Admirals Park",Dartford,DA2 6QD,South East,Kent,Dartford,51.4556549,0.2488126,1322643291,Personal care,Homecare agencies,,,0,www.mcksupport.co.uk
1-29183726355,1-15126086868,Complex Care – Choice Support,Registered,03/09/2026,Room 002 26 Kings Hill Avenue,West Malling,ME19 4AE,South East,Kent,Maidstone and Malling,51.2768513,0.3967438,1622722400,Personal care,Homecare agencies; Supported living,,,0,
1-29214067132,1-27588342598,Right at Home Maidstone,Registered,26/08/2026,Office 54 Maidstone Innovation Centre,Maidstone,ME14 5FY,South East,Kent,Faversham and Mid Kent,51.2847761,0.5578205,1622400141,Personal care,Homecare agencies,,,0,
1-292775492,1-260252778,Trinity Homecare,Registered,22/08/2011,139/139A High Street,Edenbridge,TN8 5AX,South East,Kent,Tonbridge,51.193759,0.066117,1732866627,Personal care,Homecare agencies,Outstanding,18/07/2019,,www.genuinecare.co.uk
1-2935069286,1-538689716,Absolute Home Care Kent Limited,Registered,20/10/2016,"71-74, Manwaring Buildiing",West Malling,ME19 6BJ,South East,Kent,Maidstone and Malling,51.28786,0.438343,1732897490,Personal care,Homecare agencies,Good,18/09/2019,0,www.absolutehomecarekent.co.uk
1-2937005330,1-101671690,Helping Hands Maidstone,Registered,05/10/2016,2 Royal Star Arcade,Maidstone,ME14 1JL,South East,Kent,Maidstone and Malling,51.2736458,0.5213109,1622236097,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,25/03/2020,0,
1-2981998175,1-2766800018,Ultima Care and Nursing,Registered,24/10/2016,"Suite M, 1 Elwick Road",Ashford,TN23 1PD,South East,Kent,Ashford,51.146574,0.8714,1233801888,Personal care,Homecare agencies,Good,28/02/2019,0,www.staging.ultimacare.co.uk
1-3020182099,1-952233500,Enabling Care for You Limited Head Office,Registered,23/11/2016,The Hoppers,Tonbridge,TN11 0LT,South East,Kent,Tonbridge,51.2252917,0.3503836,1732240794,Personal care,Homecare agencies,Requires improvement,10/06/2023,0,www.ecfy.co.uk
1-3078396649,1-2858227685,SAP Care Services Limited,Registered,18/11/2016,9 Quarry Hill Parade,Tonbridge,TN9 2HR,South East,Kent,Tonbridge,51.1900233,0.2700169,7958558397,Personal care,Homecare agencies; Supported living,Good,05/12/2017,0,www.sapcare.co.uk
1-309769246,1-299922634,"Home Instead Tunbridge Wells, Sevenoaks & Edenbridge",Registered,11/10/2011,1 The Long Barn,Tunbridge Wells,TN2 4RF,South East,Kent,Tunbridge Wells,51.1327895,0.3003553,1892731264,Personal care,Homecare agencies,Outstanding,03/06/2020,0,www.homeinstead.co.uk
1-3099563436,1-481039947,CCK Support Ltd,Registered,16/12/2016,Unit 1,Herne Bay,CT6 7LQ,South East,Kent,Herne Bay and Sandwich,51.331423,1.119136,1227668041,Personal care,Homecare agencies; Supported living,Good,15/01/2020,0,www.ccksupport.co.uk
1-314339940,1-101724051,Blossoms Care Services Ltd DCA,Registered,04/11/2011,15-16 Eaves Court,Sittingbourne,ME10 3RY,South East,Kent,Sittingbourne and Sheppey,51.346812,0.748704,8009177045,Personal care,Homecare agencies,Good,19/10/2018,0,www.blossomssupportedliving.com
1-3248020116,1-1942462125,Jasmine Care South East Limited,Registered,24/01/2017,19 Sayers Lane,Tenterden,TN30 6BW,South East,Kent,Weald of Kent,51.0683504,0.6887274,1580713533,Personal care,Homecare agencies,Good,12/12/2018,0,www.jasminecaresoutheast.com
1-344212703,1-143804851,Crossroads Care Kent,Registered,20/12/2011,16 Reculver Road,Herne Bay,CT6 6LE,South East,Kent,Herne Bay and Sandwich,51.3645841,1.1470943,8450956700,Personal care,Homecare agencies,Good,29/02/2020,0,www.crossroads.org.uk/eastkent
1-345046401,1-131465221,Bluebird Care (Sevenoaks),Registered,06/12/2011,87 St. Johns Hill,Sevenoaks,TN13 3PE,South East,Kent,Sevenoaks,51.2867717,0.1954202,1732471543,Personal care,Homecare agencies,Good,05/12/2019,0,
1-3514569730,1-3209862879,4life Healthcare Services,Registered,28/02/2017,"Unit 1, City Business Park",Canterbury,CT1 1DX,South East,Kent,Canterbury,51.2920295,1.1004232,1227936957,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,Good,11/04/2019,0,www.4lifehealthcare.co.uk
1-355646797,1-178020471,Chameleon Care (Dartford),Registered,04/01/2012,"6-8 The Base, Dartford Business Park",Dartford,DA1 5FS,South East,Kent,Dartford,51.4502079,0.2156608,1322291000,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,14/03/2018,0,
1-3635911390,1-3508042374,Aspens Supported Living & Outreach (Kent),Registered,01/10/2017,Cornford Lane,Tunbridge Wells,TN2 4QU,South East,Kent,Tunbridge Wells,51.13691,0.309468,1892882168,Personal care,Homecare agencies; Supported living,Good,27/09/2018,0,www.aspens.org.uk
1-3744606821,1-3588149825,Norwyn Community Services,Registered,08/05/2017,Central House,Sittingbourne,ME10 4NU,South East,Kent,Sittingbourne and Sheppey,51.338283,0.734984,7943666941,Personal care,Homecare agencies; Supported living,Good,25/11/2020,0,
1-3771621802,1-101696759,Your Life Your Home,Registered,12/05/2017,2 Gardners Close,Canterbury,CT3 2AG,South East,Kent,Herne Bay and Sandwich,51.278011,1.286162,1304813128,Personal care,Homecare agencies,,,0,www.yourlifeyourhome.co.uk
1-3839240188,1-3749307364,Bluebird Care (Ashford),Registered,06/06/2017,"Kent Invicta Chamber of Commerce, Ashford Business Point,",Ashford,TN24 0LH,South East,Kent,Ashford,51.124605,0.897464,1233501222,Personal care,Homecare agencies,Good,16/08/2018,0,www.bluebirdcare.co.uk/ashford
1-3882103168,1-3724264250,Home Instead,Registered,02/06/2017,Polhill Business Centre,Sevenoaks,TN14 7AA,South East,Kent,Sevenoaks,51.324319,0.155544,1959546228,Personal care,Homecare agencies,Good,22/08/2018,0,Www.homeinstead.co.uk/shoreham
1-3888199496,1-101721009,Beech Tree Total Care – Ashford,Registered,15/06/2017,Chamberlain Manor,Ashford,TN24 8BF,South East,Kent,Ashford,51.157928,0.862865,1233627857,Personal care,Homecare agencies; Supported housing,Good,07/12/2019,0,www.beechtreetotalcare.co.uk
1-3928813468,1-3601903026,Gravesend,Registered,13/06/2017,27A Darnley Road,Gravesend,DA11 0RZ,South East,Kent,Gravesham,51.4409843,0.3649933,7525497949,Personal care,Homecare agencies; Supported living,Good,15/12/2020,0,
1-3937347863,1-791323082,Hilton Nursing Partners Limited,Registered,03/07/2017,3A Aspect House,Tonbridge,TN12 9QJ,South East,Kent,Weald of Kent,51.1774229,0.4898769,1233321110,"Personal care; Treatment of disease, disorder or injury",Community services - Healthcare; Homecare agencies,Outstanding,10/11/2022,0,
1-3941691925,1-3608866070,LANH,Registered,16/06/2017,The Base,Dartford,DA1 5FS,South East,Kent,Dartford,51.450223,0.214894,3333583664,Personal care,Homecare agencies; Supported living,,,0,www.lanhhealth.co.uk
1-3983930208,1-3831849452,First Class Healthcare Ltd,Registered,11/07/2017,"Unit 16, Kent Space",Chatham,ME5 8UD,South East,Medway,Chatham and Aylesford,51.3295349,0.5422419,7794762832,Personal care,Homecare agencies; Supported living,Requires improvement,30/10/2021,0,
1-4012330014,1-4005610500,Kings Hill,Registered,18/08/2017,86 Kingston Crescent,Chatham,ME5 8XG,South East,Medway,Chatham and Aylesford,51.345175,0.54241,3339399976,Personal care,Homecare agencies,Requires improvement,16/03/2022,0,www.crwconsultancy.com
1-404309682,1-397318814,Liberty Lodge Limited,Registered,26/04/2012,43 Radnor Park Crescent,Folkestone,CT19 5AS,South East,Kent,Folkestone and Hythe,51.0846247,1.1737574,7546240551,Personal care,Homecare agencies; Supported living,Good,07/08/2019,0,
1-4067715105,1-3932127552,Vibrant Home Care,Registered,18/07/2017,"Bizspace Ashford, Office 16,Cobalt Building 1600,Eureka Park",Ashford,TN25 4DF,South East,Kent,Weald of Kent,51.2188734,0.8688274,3301741402,Personal care,Homecare agencies,Requires improvement,12/10/2023,0,www.f-hr.co.uk
1-4093592054,1-101645959,Swanton Community Services – Kent,Registered,12/09/2017,"First Floor, 6 Kings Row",Maidstone,ME15 6AQ,South East,Kent,Maidstone and Malling,51.2607458,0.5266706,1622522120,Personal care,Homecare agencies; Supported living,Good,18/12/2020,0,www.alinahomecare.com
1-4123602039,1-3917908038,Home Instead Senior Care,Registered,06/08/2017,300 Cheriton Road,Folkestone,CT19 4DP,South East,Kent,Folkestone and Hythe,51.086698,1.151094,1303847899,Personal care,Homecare agencies,Good,27/09/2018,0,www.homeinstead.co.uk/folkestone-ashford
1-419484985,1-391446222,Woodchurch House,Registered,08/05/2012,Brook Street,Ashford,TN26 3SN,South East,Kent,Weald of Kent,51.0713106,0.7767711,1233861600,"Personal care; Accommodation for persons who require nursing or personal care; Treatment of disease, disorder or injury",Nursing homes; Residential homes; Homecare agencies; Supported housing; Supported living,Good,30/06/2023,85,www.hartfordcare.co.uk
1-4307224457,1-4199450580,The Base Business Park,Registered,10/11/2017,The Base,Dartford,DA1 5FS,South East,Kent,Dartford,51.450223,0.214894,2083013146,Personal care,Homecare agencies,,,0,www.ophrahoak.co.uk
1-4324202231,1-935542850,Homecare Unique Limited,Registered,24/10/2017,41 Stockett Lane,Maidstone,ME17 4PT,South East,Kent,Weald of Kent,51.235334,0.495648,1622963587,Personal care,Homecare agencies,Good,07/12/2018,0,
1-433554121,1-426578877,Kent Carers Limited - Head Office,Registered,13/06/2012,Unit 1,Dartford,DA2 7SL,South East,Kent,Sevenoaks,51.4223447,0.2123079,1322277944,Personal care,Homecare agencies,Good,19/06/2019,0,www.kentcarers.co.uk
1-4339536848,1-101642943,Cera- Kent,Registered,17/10/2017,Saphir House,Faversham,ME13 8GD,South East,Kent,Faversham and Mid Kent,51.3112519,0.8984661,1622822887,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,24/11/2020,0,www.ceracare.co.uk
1-437637829,1-101686022,Athlone Care,Registered,27/06/2012,25 East Hill,Dartford,DA1 1RX,South East,Kent,Dartford,51.443696,0.2224254,1322274747,Personal care,Homecare agencies,Requires improvement,28/10/2021,0,www.athlonecare.com
1-439572661,1-429481782,Everycare West Kent,Registered,09/07/2012,86 London Road,Tunbridge Wells,TN4 0PP,South East,Kent,Tunbridge Wells,51.1563358,0.2596952,1892536888,Personal care,Homecare agencies,,,0,www.everycare.co.uk
1-443461067,1-399082832,Aiding Independence,Registered,10/07/2012,18 High Street,Herne Bay,CT6 5LH,South East,Kent,Herne Bay and Sandwich,51.3710244,1.12233,1227741006,Personal care,Supported living,,,0,
1-443629388,1-432758289,Inchwater Home Care,Registered,18/07/2012,"Suite 2, The Powder House",Dover,CT16 2HQ,South East,Kent,Dover and Deal,51.1509761,1.2900194,1304241684,Personal care,Homecare agencies,Outstanding,10/09/2019,0,inchwater.co.uk
1-4488640886,1-4445093304,Hawkhurst House,Registered,17/12/2017,Cranbrook Road,Cranbrook,TN18 5EF,South East,Kent,Tunbridge Wells,51.0577697,0.5064797,1580239170,"Personal care; Accommodation for persons who require nursing or personal care; Treatment of disease, disorder or injury",Nursing homes; Supported living,,,54,www.hawkhursthouse.com
1-4499802327,1-4406654227,Betterliving Care Limited,Registered,16/02/2018,17 Raphael Road,Gravesend,DA12 2PN,South East,Kent,Gravesham,51.4397289,0.3850697,7480316307,Personal care,Homecare agencies,,,0,
1-4514455627,1-4462211970,Community Careline,Registered,20/12/2017,First Floor Offices,Gillingham,ME8 7JH,South East,Medway,Gillingham and Rainham,51.3633763,0.6072236,1634853187,Personal care,Homecare agencies,Requires improvement,28/07/2021,0,www.communitycareline.co.uk
1-451908758,1-101614760,The Oaks and Willows,Registered,21/08/2012,Shipbourne Road,Tonbridge,TN10 3RR,South East,Kent,Tonbridge,51.2208,0.2876,1732359113,Personal care,Supported living,Good,07/01/2020,0,
1-456359874,1-265280195,Allerton C&S SE,Registered,21/08/2012,Pipers Business Centre,Tonbridge,TN9 1SP,South East,Kent,Tonbridge,51.190716,0.282045,1732783503,Personal care,Homecare agencies; Supported living,Good,06/08/2021,0,
1-4647280740,1-4504093816,SilverBirch Healthcare Ltd,Registered,22/12/2017,17 Highfield Road,Dartford,DA1 2JS,South East,Kent,Dartford,51.4438892,0.2122402,1689414689,Personal care,Homecare agencies,Good,06/11/2018,0,www.silverbirchhealthcare.co.uk
1-4696954830,1-4461100857,Expertise Homecare Ashford and Canterbury,Registered,08/01/2018,"Chilham Surgery, Branch Road",Canterbury,CT4 8DR,South East,Kent,Weald of Kent,51.2436004,0.9671487,1233229001,Personal care,Homecare agencies,Good,14/04/2023,0,www.expertisehomecare.co.uk
1-4696418121,1-3832975328,Welcome Support,Registered,04/01/2018,Pantiles Chambers,Tunbridge Wells,TN1 1XP,South East,Kent,Tunbridge Wells,51.127219,0.260062,1892322717,Personal care,Homecare agencies; Supported living,Good,17/01/2023,0,www.welcomesupport.uk
1-472474709,1-470231280,Caremark (Thanet),Registered,08/11/2012,"Unit A5, (Kent Telephones Building)",Margate,CT9 4JG,South East,Kent,East Thanet,51.3688682,1.3878118,1843235910,Personal care,Homecare agencies,Good,28/11/2019,0,www.caremark.co.uk
1-4776781915,1-4573404418,Intrinsic Care,Registered,01/02/2018,6 Chestnut Avenue,Chatham,ME5 9AJ,South East,Medway,Chatham and Aylesford,51.3445237,0.5248131,1634931226,Personal care,Homecare agencies,,,0,www.theintrinsiccaregroup.com
1-4802346052,1-4776814132,AZ Caring Services Ltd,Registered,20/03/2018,Aspect House,Ashford,TN24 9HT,South East,Kent,Ashford,51.1709646,0.8864456,1233227841,Personal care,Homecare agencies; Supported living,Good,29/09/2020,0,
1-4859046539,1-4775809020,Great Prospects Care Ltd,Registered,17/03/2018,198 Wincheap,Canterbury,CT1 3RY,South East,Kent,Canterbury,51.2719562,1.0679592,1227788847,Personal care,Homecare agencies; Supported living,,,0,www.greatprospectscare.co.uk
1-4859047139,1-102642692,One Step South Domiciliary Care Agency,Registered,06/04/2018,1-14 Martello Industrial Estate,Folkestone,CT19 6DR,South East,Kent,Folkestone and Hythe,51.087778,1.191998,1303255337,Personal care,Homecare agencies; Supported living,,,0,www.caretech-uk.com
1-489513807,1-101645396,L'Arche Kent,Registered,16/11/2012,18a St Radigunds Street,Canterbury,CT1 2AA,South East,Kent,Canterbury,51.2826292,1.0815145,1227643025,Personal care,Homecare agencies; Supported living,Good,18/05/2023,0,www.larche.org.uk
1-4909471939,1-172521302,Your Life (Tunbridge Wells),Registered,09/04/2018,The Dairy,Tunbridge Wells,TN4 9FJ,South East,Kent,Tunbridge Wells,51.142397,0.259629,1892529779,Personal care,Homecare agencies,Good,09/05/2019,0,www.yourlife.co.uk
1-4994388558,1-101615255,Chanel House,Registered,07/05/2018,Channel House,Folkestone,CT20 2TG,South East,Kent,Folkestone and Hythe,51.0782764,1.1706237,1303252787,Personal care,Supported living,Outstanding,16/10/2019,0,www.proactivedevelopment.co.uk
1-5006054161,1-4799293453,"Caremark (Dartford, Gravesham & Medway)",Registered,22/03/2018,Unit 69 Riverside Estate,Rochester,ME2 4BH,South East,Medway,Rochester and Strood,51.3903319,0.518352,1474320411,Personal care,Homecare agencies,Good,27/03/2019,0,www.caremark.co.uk/locations/dartford-and-gravesham
1-5152138470,1-4970402955,Safe Choice Care,Registered,07/05/2018,70 York Road,Deal,CT14 7EE,South East,Kent,Dover and Deal,51.2159,1.4022493,1304363758,Personal care,Homecare agencies; Supported living,Requires improvement,14/09/2022,0,www.safechoicecare.co.uk
1-5212701655,1-101693935,26a Sussex Avenue,Registered,08/06/2018,26a Sussex Avenue,Canterbury,CT1 1RT,South East,Kent,Canterbury,51.274394,1.10265,1227785270,Personal care,Supported living,Good,01/06/2019,10,
1-5241373424,1-4971027250,My Homecare West Kent,Registered,18/05/2018,6 Alexandra Road,Tonbridge,TN9 2AA,South East,Kent,Tonbridge,51.1903023,0.2709323,1732756020,Personal care,Homecare agencies,Good,22/05/2019,0,
1-522468574,1-102642564,Turning Point - Kent DCA,Registered,10/12/2012,"Room IS7, Kent Innovation Centre",Broadstairs,CT10 2QQ,South East,Kent,East Thanet,51.358932,1.406302,7891545717,Personal care,Homecare agencies,Good,05/09/2019,0,
1-529337022,1-506248412,Home Instead Senior Care (Maidstone),Registered,07/12/2012,Heritage House,Maidstone,ME18 6AL,South East,Kent,Weald of Kent,51.2368508,0.444965,1622873414,Personal care,Homecare agencies,Outstanding,10/09/2019,0,www.homeinstead.co.uk/maidstone
1-5286543549,1-5262236874,Main office,Registered,18/07/2018,153 High Street,Rochester,ME1 1EL,South East,Medway,Rochester and Strood,51.3864625,0.5069902,1634471300,Personal care,Homecare agencies,Good,07/05/2021,0,www.helpathome-medway.co.uk
1-5337244122,1-5152684627,Papillon Home Care,Registered,17/06/2018,Lemanis House,Hythe,CT21 4JN,South East,Kent,Folkestone and Hythe,51.0849314,1.0356683,1303255785,Personal care,Homecare agencies,Good,05/07/2019,0,www.papillonhomecare.com
1-5323894544,1-4753953874,Seeds Care Limited,Registered,20/06/2018,The Kent Innovation Centre,Broadstairs,CT10 2QQ,South East,Kent,East Thanet,51.3589652,1.4063497,1843263411,Personal care,Homecare agencies; Supported living,,,0,
1-5343520067,1-5310851288,Callquest For Care,Registered,03/10/2018,99 Millfield Road,Sevenoaks,TN15 6BX,South East,Kent,Sevenoaks,51.3505056,0.2511843,8002118500,Personal care,Homecare agencies,,,0,www.callquestforcare.co.uk
